Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
08.06.11,Лиственные деревья,Ольха,0.84,концентрация единичная
08.06.11,Лиственные деревья,Береза,2.52,концентрация единичная
08.06.11,Хвойные деревья,Сосна,42,концентрация низкая
08.06.11,Грибы,Кладоспориум,57.5,концентрация единичная
07.06.11,Лиственные деревья,Ольха,0.84,концентрация единичная
07.06.11,Лиственные деревья,Береза,4.2,концентрация единичная
07.06.11,Хвойные деревья,Сосна,65.52,концентрация низкая
07.06.11,Грибы,Кладоспориум,115,концентрация единичная
07.06.11,Грибы,Альтернария,23,концентрация единичная
06.06.11,Лиственные деревья,Ольха,1.68,концентрация единичная
06.06.11,Лиственные деревья,Береза,9.24,концентрация низкая
06.06.11,Хвойные деревья,Сосна,89.88,концентрация низкая
06.06.11,Грибы,Кладоспориум,632.5,концентрация низкая
05.06.11,Лиственные деревья,Береза,9.24,концентрация низкая
05.06.11,Хвойные деревья,Ель,9.24,концентрация средняя
05.06.11,Хвойные деревья,Сосна,121.8,концентрация низкая
05.06.11,Грибы,Кладоспориум,34.5,концентрация единичная
04.06.11,Лиственные деревья,Ольха,4.2,концентрация единичная
04.06.11,Лиственные деревья,Береза,10.2,концентрация низкая
04.06.11,Хвойные деревья,Ель,0.84,концентрация единичная
